symbol,exit_method,trades,total_return,average_return,median_return,win_rate,max_drawdown,profit_factor,train_return,validation_trades,validation_return,validation_expectancy,validation_median,validation_win_rate,validation_max_drawdown,validation_profit_factor,validation_sell_early_median_6h,validation_stop_rate,exit_eligible,exit_score,turnover24h,age_days
FLOWUSDT,structure_mfe50_act125,60,0.11279417883186205,0.001967980623584466,-0.001254915211569784,0.5,-0.06068439153845362,1.4710619753200287,0.1795714977759939,20,-0.05661150601725784,-0.0028981251890921036,-0.003920433754629914,0.4,-0.05816481879050672,0.24304522010239854,0.00979219056250491,1.0,False,,512229.9218,1712.9227015162037
APEUSDT,structure_rolling_high,63,0.04359377702357525,0.0008485619589595219,-0.007026571189658547,0.3492063492063492,-0.18617844760228108,1.1237316250773384,0.014622998277445287,11,0.028553244698094726,0.002648433801199481,-0.0047785419593251435,0.45454545454545453,-0.01885420476069455,1.6227116658778657,0.009483616622589341,0.5454545454545454,False,,1082772.2372,1600.4750510532408
APEUSDT,structure_fixed6,63,0.06603220826059863,0.001138577085876014,-0.0047785419593251435,0.3968253968253968,-0.10886547155944004,1.1938551337196863,0.06641275654217549,11,-0.00035684895856857857,2.1178427864825258e-05,-0.0047785419593251435,0.36363636363636365,-0.023258647240049668,1.0048400014663528,0.006962616131999555,0.5454545454545454,False,,1082772.2372,1600.4750510532408
APEUSDT,structure_mfe30_act075,63,0.02710884761483423,0.000463982796250773,0.002875315922493794,0.6666666666666666,-0.0567778430924637,1.1334014905567569,0.03017155711121644,11,-0.0029730091801121183,-0.000248622655629597,0.0029669768418106876,0.6363636363636364,-0.01303313179893395,0.9186127659574852,0.010971906425966571,1.0,False,,1082772.2372,1600.4750510532408
APEUSDT,structure_atr_trail_1.5,63,-0.0714949752977081,-0.0011219467861559938,-0.0022396762745032764,0.42857142857142855,-0.09234307713904344,0.7618219814332653,-0.06733585545294807,11,-0.004459397167862589,-0.0003826699786556986,0.001822430520575514,0.5454545454545454,-0.016768577872151136,0.8834441890359062,0.012778479958724498,1.0,False,,1082772.2372,1600.4750510532408
APEUSDT,structure_mfe40_act100,63,0.039999622188615414,0.0006731702907472048,0.0029963252181900444,0.6190476190476191,-0.04963736385166606,1.168598765562183,0.04695280686868264,11,-0.006641354447354364,-0.000585987471055578,0.0024002658644092243,0.6363636363636364,-0.014362498575920979,0.8081755689882343,0.010941052599453771,1.0,False,,1082772.2372,1600.4750510532408
APEUSDT,structure_mfe50_act125,63,-0.04911919365168538,-0.0007408562703786264,0.002870918289130776,0.5714285714285714,-0.0998147728865717,0.8473895824114496,-0.042632543124882405,11,-0.006775507648834722,-0.0005988264458024263,0.0023302710151583703,0.6363636363636364,-0.013818010558553473,0.8039726992218343,0.01125481668001993,1.0,False,,1082772.2372,1600.4750510532408
APEUSDT,structure_time_staged_mfe,63,0.007225372272642083,0.00015972864532368884,0.0023302710151583703,0.6190476190476191,-0.05198328044109046,1.0400048142299951,0.01719724027415448,11,-0.009803278662872672,-0.0008765632063521693,0.0018335548870075389,0.6363636363636364,-0.016846968918141525,0.7130548917684862,0.01125481668001993,1.0,False,,1082772.2372,1600.4750510532408
APEUSDT,structure_time_smart_reversal,63,0.007225372272642083,0.00015972864532368884,0.0023302710151583703,0.6190476190476191,-0.05198328044109046,1.0400048142299951,0.01719724027415448,11,-0.009803278662872672,-0.0008765632063521693,0.0018335548870075389,0.6363636363636364,-0.016846968918141525,0.7130548917684862,0.01125481668001993,1.0,False,,1082772.2372,1600.4750510532408
HFTUSDT,structure_mfe30_act075,66,0.009518794128859476,0.0002107757894386035,0.0023882495764884224,0.5909090909090909,-0.10633050060851912,1.048874728198317,0.017308641622210796,11,-0.0076573098611739665,-0.0006066507038950447,0.0022332563510393264,0.5454545454545454,-0.05258041742166908,0.8906686638376835,0.010205727186859193,1.0,False,,16144800.9305,1239.3075510532408
HFTUSDT,structure_atr_trail_1.5,66,0.12761091322444318,0.0019937808963442216,-0.0022554632000395527,0.4393939393939394,-0.07370725500999142,1.391498311500596,0.15656052457354752,11,-0.02503077939633036,-0.0021763747259846322,-0.0076150924251058285,0.36363636363636365,-0.06761489872851378,0.6986155136113187,0.006189783607508215,1.0,False,,16144800.9305,1239.3075510532408
HFTUSDT,structure_mfe40_act100,66,0.0005707761167430547,0.00011704317217340198,0.0018342490564267075,0.5303030303030303,-0.12715893806824463,1.0237992553189725,0.03744909985584899,11,-0.03554711623368312,-0.0032045085428564265,-0.0076150924251058285,0.36363636363636365,-0.06394493870809936,0.5562394886386192,0.00860244732726101,1.0,False,,16144800.9305,1239.3075510532408
HFTUSDT,structure_time_staged_mfe,66,-0.006796781245599903,2.14537301713961e-06,0.0013618742136888304,0.5303030303030303,-0.1332215634665792,1.0004362345896922,0.034327847453400784,11,-0.0397597616657549,-0.003609336474158559,-0.0076150924251058285,0.36363636363636365,-0.06509795886551983,0.5001788954445465,0.009845126374575353,1.0,False,,16144800.9305,1239.3075510532408
HFTUSDT,structure_time_smart_reversal,66,-0.006796781245599903,2.14537301713961e-06,0.0013618742136888304,0.5303030303030303,-0.1332215634665792,1.0004362345896922,0.034327847453400784,11,-0.0397597616657549,-0.003609336474158559,-0.0076150924251058285,0.36363636363636365,-0.06509795886551983,0.5001788954445465,0.009845126374575353,1.0,False,,16144800.9305,1239.3075510532408
HFTUSDT,structure_mfe50_act125,66,0.06523657151642315,0.0011043049036431978,0.0017812289299652404,0.5151515151515151,-0.07391997695894537,1.2199519254935904,0.10970750409724395,11,-0.040074463240652336,-0.0036433610788169798,-0.0076150924251058285,0.36363636363636365,-0.06509795886552006,0.4954671664039896,0.009845126374575353,1.0,False,,16144800.9305,1239.3075510532408
HFTUSDT,structure_fixed6,66,0.18240664068242007,0.0028006043658148913,-0.007252664904791261,0.3333333333333333,-0.07529080671685395,1.437606449244599,0.2545173353290868,11,-0.05748082757880024,-0.005318205161150184,-0.008129054235325173,0.2727272727272727,-0.06094924147667102,0.3319057283968922,0.01621017328116281,0.7272727272727273,False,,16144800.9305,1239.3075510532408
HFTUSDT,structure_rolling_high,66,0.00748075781238744,0.00026048863528366385,-0.007252664904791261,0.3181818181818182,-0.08965022180973503,1.0404919028948438,0.08477922034621144,11,-0.07125732230485937,-0.006664267193754196,-0.008129054235325173,0.18181818181818182,-0.07194064858479066,0.18295006276532624,0.0195498977040236,0.7272727272727273,False,,16144800.9305,1239.3075510532408
XRPUSDT,structure_rolling_high,78,-0.06890322215603761,-0.0008587022697964575,-0.004726032919482647,0.34615384615384615,-0.11184530432391337,0.8065721549533941,-0.04328793149132559,22,-0.026774294490338635,-0.0012060178468329857,-0.0038928399901715363,0.3181818181818182,-0.03703883079199277,0.6666311457267805,0.008913232601990062,0.6818181818181818,False,,126035011.6075,1909.1907570717592
XRPUSDT,structure_atr_trail_1.5,78,0.028559601547782698,0.00048029073093288136,-0.001456108776148434,0.32051282051282054,-0.09109041885571045,1.1449434646896233,0.06420062692779704,22,-0.03349088929115285,-0.001533376364907024,-0.00275889692377057,0.2727272727272727,-0.03727902935438843,0.48453265735431555,0.008270152716733037,1.0,False,,126035011.6075,1909.1907570717592
XRPUSDT,structure_mfe40_act100,78,-0.06183009230480774,-0.0007924145119204975,0.0005222367819153204,0.5512820512820513,-0.10420178883931164,0.7342131053691986,-0.026811160513425136,22,-0.03598369645284627,-0.0016542914666993348,-0.0015451607417133464,0.45454545454545453,-0.0405126465057567,0.40419380412218936,0.007727845794059274,1.0,False,,126035011.6075,1909.1907570717592
XRPUSDT,structure_mfe30_act075,78,-0.08478463143052672,-0.0011196780070064107,0.0002766034789235547,0.5512820512820513,-0.1109102104589752,0.5879852065422551,-0.050498257192033824,22,-0.03610985919530585,-0.0016611596252078273,-0.00021999293240393316,0.4090909090909091,-0.03772219864420623,0.3666606376057989,0.007588798728259238,1.0,False,,126035011.6075,1909.1907570717592
XRPUSDT,structure_time_staged_mfe,78,-0.08205072098079302,-0.0010749756525373778,0.0002768147611392777,0.5128205128205128,-0.11652845307972559,0.6400122826649449,-0.04581196125753595,22,-0.03797863550146452,-0.0017485732430109297,-0.0016251758033720134,0.4090909090909091,-0.041854363246927484,0.37223739283601387,0.008441670544914404,1.0,False,,126035011.6075,1909.1907570717592
XRPUSDT,structure_time_smart_reversal,78,-0.08205072098079302,-0.0010749756525373778,0.0002768147611392777,0.5128205128205128,-0.11652845307972559,0.6400122826649449,-0.04581196125753595,22,-0.03797863550146452,-0.0017485732430109297,-0.0016251758033720134,0.4090909090909091,-0.041854363246927484,0.37223739283601387,0.008441670544914404,1.0,False,,126035011.6075,1909.1907570717592
XRPUSDT,structure_fixed6,78,-0.0013972317599512118,5.851187060364955e-05,-0.0041191637574427556,0.2948717948717949,-0.08903537346976997,1.0140190477373936,0.042595099549398,22,-0.04219502981393497,-0.001936644272340521,-0.0038928399901715363,0.22727272727272727,-0.03917093961588769,0.47658253771852643,0.009758748702017983,0.6818181818181818,False,,126035011.6075,1909.1907570717592
XRPUSDT,structure_mfe50_act125,78,-0.07527777811249026,-0.0009785199912887355,0.0004130372414516978,0.5128205128205128,-0.1100098986782716,0.6889617373518578,-0.03154200394718898,22,-0.045160217937749714,-0.002088461374600099,-0.0032004625031606384,0.4090909090909091,-0.048584314751408786,0.3145105202735421,0.008441670544914404,1.0,False,,126035011.6075,1909.1907570717592
STXUSDT,structure_mfe40_act100,64,0.033289312522968295,0.000554146235806618,0.002115029585676221,0.640625,-0.04443644017789061,1.1785001153747396,0.001842543786293449,22,0.03138893325275216,0.0014309361021496666,0.002665263179106315,0.6818181818181818,-0.019096736598672392,1.6430539695781308,0.008000983684022467,1.0,True,1.0,974446.0799,1708.2562316087963
STXUSDT,structure_rolling_high,64,0.023678835019562028,0.0004440071035549301,-0.004941171299717106,0.421875,-0.047033405687662455,1.0925951341114357,0.017414498417428037,22,0.0061571135578259995,0.00031983708296594716,-0.005136241903298976,0.4090909090909091,-0.030851737805685175,1.0770589687273282,0.009428851951986728,0.5909090909090909,True,0.5,974446.0799,1708.2562316087963
STXUSDT,structure_mfe30_act075,64,0.02252493164657432,0.0003738274562786822,0.0021094400559121826,0.6875,-0.051107009106363566,1.1413421153481846,-0.012924326488209736,22,0.03591341483339705,0.001635541707331742,0.00191319857312744,0.6818181818181818,-0.019096736598672392,1.7350024824520534,0.00818115386531304,1.0,False,,974446.0799,1708.2562316087963
STXUSDT,structure_time_staged_mfe,64,0.010003232701363718,0.0001940247757369675,0.0017458356813416795,0.640625,-0.047085970923567255,1.0624987460290045,-0.012632936412796059,22,0.02292578915071375,0.0010539383167682654,0.00205438598258867,0.6818181818181818,-0.019096736598672392,1.4736334608304118,0.008241239242011367,1.0,False,,974446.0799,1708.2562316087963
STXUSDT,structure_time_smart_reversal,64,0.010003232701363718,0.0001940247757369675,0.0017458356813416795,0.640625,-0.047085970923567255,1.0624987460290045,-0.012632936412796059,22,0.02292578915071375,0.0010539383167682654,0.00205438598258867,0.6818181818181818,-0.019096736598672392,1.4736334608304118,0.008241239242011367,1.0,False,,974446.0799,1708.2562316087963
STXUSDT,structure_atr_trail_1.5,64,0.006657415808657419,0.00015721705456973032,-0.0013798410233840088,0.40625,-0.045252825857990175,1.0449107180245285,-0.011546521897622841,22,0.018416585210694114,0.0008620003567844651,-0.000259619275776112,0.4090909090909091,-0.02441174779398747,1.3264937497858311,0.008645913390293636,1.0,False,,974446.0799,1708.2562316087963
STXUSDT,structure_mfe50_act125,64,-0.004183159835097983,-2.8289785874835883e-05,0.002014218608793695,0.59375,-0.049148424617086794,0.9917215973738185,-0.021847533081347237,22,0.01805891601121723,0.000838601460341704,0.00205438598258867,0.6363636363636364,-0.024415781862921926,1.3243842634276177,0.008545568323191088,1.0,False,,974446.0799,1708.2562316087963
STXUSDT,structure_fixed6,64,0.05540730750321021,0.0009398465334543133,-0.004941171299717106,0.359375,-0.045741485370496715,1.19627098318706,0.06451876302525883,22,-0.008559224917890962,-0.0003342260615231076,-0.005188558986802038,0.3181818181818182,-0.045741485370496715,0.9233130573698558,0.009428851951986728,0.6363636363636364,False,,974446.0799,1708.2562316087963
INUSDT,structure_rolling_high,47,0.08158743650004907,0.0018144179981410492,-0.004700543566761749,0.46808510638297873,-0.07029833831125265,1.3039216665803215,0.0747560258220965,15,0.006356243197359168,0.0005234559636627001,-0.006730561979583548,0.4,-0.050170244055317226,1.087975161342646,0.015055254554289244,0.6,True,1.0,403273.4993,362.1608843865741
INUSDT,structure_fixed6,47,-0.0609760961993262,-0.0012290775180148442,-0.005626207923204673,0.3404255319148936,-0.11362966265611485,0.8192485666237832,-0.049783870175821865,15,-0.011778610857274163,-0.0006942377943229383,-0.007076560308068357,0.3333333333333333,-0.037381716802920795,0.8948162188003184,0.015055254554289244,0.6666666666666666,False,,403273.4993,362.1608843865741
INUSDT,structure_mfe40_act100,47,0.027916671468508625,0.000631005261042416,0.002850823937554315,0.6382978723404256,-0.04625491983632801,1.1830555186545217,0.04544964961885101,15,-0.016770753289490847,-0.0010895249677648877,0.0024633757961783917,0.5333333333333333,-0.044048711209536795,0.75434786644743,0.01952428059553335,1.0,False,,403273.4993,362.1608843865741
INUSDT,structure_mfe30_act075,47,0.01608438329425188,0.0003834973456827687,0.002483280254777066,0.6382978723404256,-0.048814650601335385,1.1112531223600568,0.03639850409914436,15,-0.019600685184846034,-0.001281434507537756,0.002483280254777066,0.5333333333333333,-0.04188526307467133,0.7110785616686616,0.01952428059553335,1.0,False,,403273.4993,362.1608843865741
INUSDT,structure_time_staged_mfe,47,0.011249293636064639,0.00028070224160333735,0.0024899557371466105,0.6382978723404256,-0.04775625383599613,1.0814321172842514,0.0332720534212807,15,-0.021313612143381122,-0.0013996627822918364,0.0018861464968152894,0.5333333333333333,-0.04500362081649956,0.6844219647123203,0.01952428059553335,1.0,False,,403273.4993,362.1608843865741
INUSDT,structure_time_smart_reversal,47,0.011249293636064639,0.00028070224160333735,0.0024899557371466105,0.6382978723404256,-0.04775625383599613,1.0814321172842514,0.0332720534212807,15,-0.021313612143381122,-0.0013996627822918364,0.0018861464968152894,0.5333333333333333,-0.04500362081649956,0.6844219647123203,0.01952428059553335,1.0,False,,403273.4993,362.1608843865741
INUSDT,structure_mfe50_act125,47,-0.02929890770028809,-0.0005877091599168432,0.0024899557371466105,0.5957446808510638,-0.05541694161201016,0.8560792247487373,-0.0065200625135651835,15,-0.022928339392896957,-0.00151147851888395,0.0023837579617834734,0.5333333333333333,-0.0466455622682187,0.6592111847198675,0.01952428059553335,1.0,False,,403273.4993,362.1608843865741
INUSDT,structure_atr_trail_1.5,47,-0.01865737400698997,-0.0003426627713209674,-0.0013109319380709685,0.3829787234042553,-0.06969931201144197,0.9129846220393093,0.03340729776627316,15,-0.050381559996529934,-0.0034145282198886793,-0.0034695100206831855,0.26666666666666666,-0.062140470960129424,0.30776348874657616,0.01952428059553335,1.0,False,,403273.4993,362.1608843865741
KSMUSDT,structure_mfe30_act075,59,0.04986374636272273,0.0008544448745874389,0.0017860696517412187,0.6440677966101694,-0.037127309394285546,1.3185690369777918,0.03965255954251856,21,0.009821730083267477,0.00048477138356180775,0.0013033892727870597,0.6190476190476191,-0.025963926158249606,1.226670301511623,0.010392353158342083,1.0,True,0.9349999999999999,619431.3959,1757.5893681828704
KSMUSDT,structure_atr_trail_1.5,59,0.038968494649031626,0.0007166335930567163,-0.0020788204895980647,0.3728813559322034,-0.07939684110878775,1.2001262109088835,0.02982857158885288,21,0.008875188854080562,0.00045118628900992256,-0.002323634629143866,0.42857142857142855,-0.030535152522896403,1.1485634469961807,0.008946546805189248,1.0,True,0.6433333333333333,619431.3959,1757.5893681828704
