symbol,turnover24h,age_days,trades,total_return,average_return,median_return,win_rate,max_drawdown,train_return,validation_trades,validation_return,validation_median,validation_win_rate,stage1_score
ZBCNUSDT,415179.0407,839.2680140162037,22,0.12631235845938682,0.005579098889479313,-0.00043823967073064376,0.45454545454545453,-0.017957750085125235,0.037813414974729787,19,0.08527442621929526,-0.000657695434512883,0.42105263157894735,0.8779411764705882
LTCUSDT,11414898.585,3137.58936818287,14,0.057362035330233985,0.00403838254229133,0.0021062059586899337,0.5714285714285714,-0.013421098032747492,0.02656809031506646,10,0.029996982475576806,0.0021062059586899337,0.6,0.8704361054766734
SPORTFUNUSDT,123137.5687,197.1967987384259,20,0.2225153768086603,0.010917310107779531,0.0019145320974115485,0.5,-0.03251477989300755,0.10166725930897069,12,0.10969566035346467,0.0014319066147860946,0.5,0.8675963488843813
STABLEUSDT,876335.945,271.0542640162037,15,0.13881474625375656,0.009144494556686311,-0.003455529223652886,0.4666666666666667,-0.03344932818505164,0.12469342722615417,9,0.012555705124399408,-0.0045124356548200675,0.3333333333333333,0.8653651115618661
FLOCKUSDT,164765.3143,572.2212316087963,25,0.1688486932877149,0.006481157581833932,-0.00025889328063255414,0.48,-0.027953074653961685,0.04338274758882377,20,0.12024920479932577,-0.002344705206228425,0.5,0.863133874239351
PLUMEUSDT,647217.5054,557.3081181828703,19,0.11169952626121193,0.0057684226207443895,-0.0019876543209875744,0.47368421052631576,-0.0372298539859619,0.07724650748622475,15,0.031982483614993784,-0.002577452939320545,0.4,0.8559330628803244
BEATUSDT,35643935.2424,256.13528253472225,10,0.05034897310556663,0.005668611029268011,0.006842723127501227,0.6,-0.035569368519091205,-0.008404243539246625,8,0.059251177974498415,0.006842723127501227,0.625,0.8557809330628803
BASEDUSDT,611389.1083,127.2395765162037,14,0.12182159502608658,0.008961260476975184,0.0014851865449799222,0.5,-0.05179921628376427,0.0,14,0.12182159502608658,0.0014851865449799222,0.5,0.8556288032454361
ETCUSDT,2484447.4654,1862.294923738426,20,0.06680716004633691,0.003310892018801698,-0.0008263720733685522,0.5,-0.01972901194232901,0.013454326008017548,17,0.052644537271330005,-0.004257646814365023,0.47058823529411764,0.85552738336714
JASMYUSDT,1152647.8978,1658.3138820717593,21,0.06700846280562889,0.0031867864938268284,0.0019926335174954577,0.5238095238095238,-0.025209344968857406,0.06405927601813999,17,0.0027716376840634105,-0.0052430935329556,0.47058823529411764,0.8542089249492901
SOMIUSDT,284386.9347,335.9789399421296,25,0.10983843534743554,0.004271466269836845,0.001962085308056972,0.52,-0.03773932360537213,0.07109608387580568,20,0.036170752610204415,-0.003959906676419488,0.45,0.8536511156186612
VETUSDT,815461.9133,1744.5893681828704,19,0.08656359468841801,0.004460836619909451,-0.0005525727069349831,0.42105263157894735,-0.022695937847662218,0.02789056079920149,17,0.05708101244124375,-0.0016675567423229945,0.35294117647058826,0.8529411764705882
COTIUSDT,24402594.042,1706.1042177199074,24,0.06338772361096878,0.002645300113528787,-0.001837374200836405,0.5,-0.028735038758571307,-0.014699491907291695,20,0.07925218233107101,-0.0017990997378848341,0.5,0.8516734279918864
JSTUSDT,330489.8281,1628.3076436458334,8,0.06509270586837679,0.007964945785057104,0.008816776741565446,0.75,-0.0032096111723628473,0.03824094498491548,4,0.025862745072004145,0.004657776005731695,0.75,0.8508113590263692
CFXUSDT,1654124.713,1261.2106066087963,20,0.06347467059364886,0.003147668067541032,0.0002519521702469838,0.5,-0.01926954724102059,0.026555094382880506,14,0.035964534600028575,0.0021980848734773914,0.5,0.8503549695740366
MAGICUSDT,121341.7485,1330.4930603125,19,0.09714032925396276,0.0049751101244647445,0.0009404915912031306,0.631578947368421,-0.011128360716346819,0.05611141017587418,11,0.03884904441213832,0.0012664316293126152,0.5454545454545454,0.8497464503042598
CVCUSDT,476103.5398,1707.9498890162038,26,0.1282786530506188,0.004778581122537458,-0.001745526243333794,0.46153846153846156,-0.045636844761639095,0.05128291687114417,20,0.07323978630665096,-0.003946048464810502,0.4,0.8452839756592292
AEVOUSDT,435600.2453,874.1378172569445,12,0.0865360447114294,0.0071253334010503155,-4.3714429474316606e-05,0.5,-0.03422592644370992,0.05748729934843233,7,0.027469592666403697,-0.005687499999999956,0.2857142857142857,0.8419371196754564
AVAAIUSDT,460119.1166,573.2337431828704,13,0.13020618939893858,0.009777014244018155,0.0014285879495780094,0.5384615384615384,-0.06642486602861952,0.09781916579762795,10,0.02950123718944142,-0.003026083071269169,0.4,0.8397565922920893
ALTUSDT,338886.1656,922.1187779050925,20,0.11284864909321812,0.005496444196811628,-0.002415882530569068,0.45,-0.034109528042689186,0.0780743354603517,18,0.032255951643647585,-0.004417007602143807,0.3888888888888889,0.8375760649087222
BLURUSDT,451520.3159,1266.4830371643518,25,0.12042677061133422,0.0047004318175021135,-0.00440002682074958,0.44,-0.020555976814359167,0.037761913722083484,21,0.07965686136308525,-0.00440002682074958,0.42857142857142855,0.8359026369168356
SPACEUSDT,392509.2953,193.0728288310185,12,0.08428324982168944,0.007039736016761759,0.0005413232270632404,0.5,-0.03835738861181315,-0.020294620366562488,8,0.1067442032699466,0.007649238030058458,0.625,0.8322008113590265
RPLUSDT,164982.3049,1252.2751783680555,18,0.09228799025733037,0.0050344388560183044,-0.0016812379040208594,0.5,-0.019364174107619037,0.05575082199552339,13,0.03460775734253896,-0.0045074221843822695,0.46153846153846156,0.8322008113590263
CHILLGUYUSDT,149004.9277,621.1877825347223,17,0.11589734732722912,0.006594888295929789,0.0031285427359964988,0.5294117647058824,-0.04673455630353285,0.059883574277965756,14,0.05284898682142747,-0.0033222651117713045,0.42857142857142855,0.8308823529411766
CGPTUSDT,143904.1189,571.1397501273149,16,0.10289654228878442,0.006281859256698212,-0.0011647979473481387,0.4375,-0.016482548288954124,0.0,16,0.10289654228878442,-0.0011647979473481387,0.4375,0.8299188640973632
WLFIUSDT,3523998.4343,346.2125626273148,20,0.10184913143661056,0.005423392903480412,-0.0038869234016067336,0.4,-0.03838568024681566,-0.012291999044345858,17,0.11556161372644524,-0.003679271800002714,0.4117647058823529,0.829107505070994
OPUSDT,9678157.7242,1525.387250127315,30,0.0728972044624947,0.0024507381254921285,-0.0004496824684064307,0.5,-0.05916389658062948,0.058021659444175366,25,0.014059773621396987,-0.004998348621660042,0.48,0.827839756592292
USUALUSDT,147216.2657,624.2006760532407,21,0.08063602726025931,0.003781437578499448,0.0013373587845734178,0.5238095238095238,-0.025986252837305823,0.07335884302542994,15,0.006779824177268745,-0.0056226007081405785,0.4,0.8224645030425964
BANANAUSDT,133816.5335,746.1381760532407,9,0.07068826557095265,0.007767508821505984,0.005836308393467494,0.5555555555555556,-0.02430787884579566,0.03806393102261385,6,0.031428059075513604,-0.0007215490671007565,0.5,0.8219066937119675
DOLOUSDT,59928.7297,372.2184191087963,13,0.17868734778737472,0.012994616905861447,-0.001956480153036954,0.38461538461538464,-0.013202431710047646,0.1270732476530807,8,0.04579480547672565,-0.002376712673104241,0.25,0.8209939148073023
BIRBUSDT,1786952.1932,188.12218068287038,20,0.09894236055823158,0.004905272512729703,-0.0036742411191031934,0.45,-0.05109840094150686,0.03975475698181152,12,0.05692458070423134,-0.0036742411191031934,0.4166666666666667,0.820841784989858
CAKEUSDT,346052.5242,1005.172284849537,14,0.057556227880591226,0.0040799188458191925,0.00012741372554309158,0.5,-0.013772995201387306,0.009208215182694435,13,0.04790687587609921,-0.003753400351732771,0.46153846153846156,0.811105476673428
DRIFTUSDT,2491941.9838,805.1915904050926,18,0.14842519561727596,0.008198443692388282,-0.005018117462588622,0.3888888888888889,-0.04044462641956936,-0.010420609000987291,12,0.16051850519835797,-0.003772011543585584,0.4166666666666667,0.8099898580121704
KATUSDT,250861.0056,155.2856992013889,17,0.20774054138464648,0.012179470459247296,-0.004915140891098345,0.47058823529411764,-0.04211453988239722,0.2408534622854066,11,-0.02668560140838283,-0.007803381485730453,0.2727272727272727,0.8078600405679514
EGLDUSDT,1715671.6642,1715.9227015162037,17,0.07813475811724468,0.004522548432009858,-0.004923821354530177,0.47058823529411764,-0.027012481016830958,-0.016589272978812408,12,0.09632194208719058,0.004935231187919721,0.5833333333333334,0.803397565922921
STGUSDT,144851.8879,1439.3410001273148,24,0.15611109554789815,0.006544736889584249,-0.0009935762402912265,0.4166666666666667,-0.05184918260107341,0.10641764261025854,21,0.04491382912188824,-0.0011307274985292706,0.42857142857142855,0.8030425963488844
ETHFIUSDT,3421934.7016,869.0360927199074,16,0.04197933899267037,0.0026702701024004932,-1.248343377357932e-05,0.5,-0.041646633885160766,-0.0012297624631244508,13,0.04326230381309237,0.007324924318869886,0.5384615384615384,0.7987322515212982
NMRUSDT,228922.4996,1065.3695533680554,12,0.07335781471789149,0.006094966235571496,-0.0028079545755708693,0.4166666666666667,-0.011459932947608942,0.0,12,0.07335781471789149,-0.0028079545755708693,0.4166666666666667,0.7976673427991887
QTUMUSDT,147706.4065,1695.5550394791667,24,0.06678826943462735,0.002749822707590735,-0.0006137951035600211,0.5,-0.024283166794477062,0.013557297055306838,19,0.05251895727451528,0.001484472049689268,0.5263157894736842,0.7949797160243408
VANAUSDT,1659063.171,596.1006876273149,17,0.07728543629509566,0.00451719710481029,-0.003481863306605714,0.47058823529411764,-0.05935130455102844,0.02160859019535666,11,0.054499195322048166,-0.005264071079458476,0.36363636363636365,0.7910243407707911
BOMEUSDT,2089639.6639,872.2196343865741,10,0.07794124517597245,0.007854905661218103,-0.004646546684343999,0.4,-0.03313845357922196,0.007492778697248514,6,0.06992453739451943,-0.004646546684343999,0.3333333333333333,0.7877281947261663
OKBUSDT,205687.3524,327.09682188657405,9,0.03644884182432939,0.004024856720495363,0.004972377752892832,0.5555555555555556,-0.006257434679584173,0.038915150434625234,6,-0.002373926888316058,-0.0031332266263261457,0.3333333333333333,0.7865111561866126
KERNELUSDT,168090.101,477.0842292939815,29,0.09762397345496088,0.0032986125997663436,-0.0034503798088703066,0.4827586206896552,-0.04589901780457062,0.039295896958214005,23,0.056122685240517445,-0.004262773333622349,0.43478260869565216,0.786004056795132
FUSDT,122146.4816,606.1600626273148,22,0.07864650478745228,0.003525494358244331,-0.00289156408377561,0.45454545454545453,-0.028555123720247044,0.03526064350024094,20,0.04190815284982041,-0.004248701966528655,0.4,0.7828093306288032
AIOUSDT,1457320.9452,356.03961123842595,11,0.04046391625026868,0.003990425743316418,0.0023673691071038902,0.5454545454545454,-0.05144483448969006,0.05041032828559189,9,-0.009469072958904534,0.0023673691071038902,0.5555555555555556,0.7821501014198784
ZENUSDT,415272.6348,1712.5893681828704,27,0.06819434388273882,0.0025163147659054428,-0.004318908444199464,0.48148148148148145,-0.030451513845844214,0.032298780599807175,22,0.03477245537583107,-0.001536139194640961,0.5,0.7797160243407707
PENDLEUSDT,1035301.7576,1126.279159849537,21,0.06048953811754276,0.002890284677788407,-0.00446104314230522,0.47619047619047616,-0.03198328411742968,-0.004228130252019846,17,0.06499246497688405,-0.00446104314230522,0.47058823529411764,0.77920892494929
SOLUSDT,333811155.382,1754.5893681828704,26,0.06351533615219229,0.0024704204983763346,-0.0033948060278202177,0.38461538461538464,-0.053257376530384426,0.011379597079155257,22,0.05154913073548717,-0.00463283546404336,0.3181818181818182,0.7773833671399595
1000XECUSDT,874311.9754,1574.4500626273148,14,0.336023921219776,0.024162349566247483,-0.004908740602671101,0.2857142857142857,-0.034260201178486716,0.009345388090017392,12,0.32365386218084513,-0.005812740921290859,0.25,0.7733265720081136
CRVUSDT,3462821.1239,1744.5893681828704,22,0.04731173802849731,0.002178193370581959,-0.004864646578956632,0.45454545454545453,-0.02378299148667984,0.03833680508488069,19,0.008643566229825428,-0.005193143188219173,0.42105263157894735,0.7709432048681543
BNTUSDT,51999.5583,1093.367921423611,11,0.053279371061291325,0.004803225968279262,0.0023320992225103207,0.5454545454545454,-0.022818909042413904,0.028987876064086038,7,0.02360717318664718,-0.003507728640652407,0.42857142857142855,0.7696754563894525
ELSAUSDT,1158398.1146,194.28225012731482,14,0.08800052729935004,0.0061788764070392355,-0.005950333051904621,0.42857142857142855,-0.019464807256912686,0.013006888633754432,13,0.0740307292152178,-0.006142933073665978,0.38461538461538464,0.7668864097363083
BNBUSDT,23845239.455,1862.2852015162036,14,0.017149435157670423,0.0012461436000518432,-0.003168211788015184,0.42857142857142855,-0.02073433781655265,0.012957325476796289,11,0.004138485971164396,-0.0033992629678369904,0.36363636363636365,0.7644523326572009
HUSDT,2716619.9249,405.17924086805556,19,0.07621242789148064,0.007193793676731867,-0.0018713837574068073,0.42105263157894735,-0.11718104273573049,0.10535251462568596,15,-0.026362709044067678,-0.0018713837574068073,0.4,0.7644016227180528
OGUSDT,36155.1019,1072.2421806828704,9,0.04270358067993962,0.004729499195254931,0.0025447026388342184,0.5555555555555556,-0.013336725538800831,0.0,9,0.04270358067993962,0.0025447026388342184,0.5555555555555556,0.7633874239350913
KAVAUSDT,158064.9011,1667.2596575347222,16,0.05870087622151976,0.0036541053998132497,-0.001584173021902723,0.4375,-0.027495303449280306,0.007822206901177076,14,0.05048377478879229,-0.001584173021902723,0.42857142857142855,0.7627789046653144
XAIUSDT,207911.5977,937.1823658680555,9,0.06179945284298216,0.006819577035544662,-0.004132186139112592,0.4444444444444444,-0.017474847644236124,0.04766672076731204,6,0.013489721297359702,-0.004303057611527049,0.3333333333333333,0.7609533468559838
SKYUSDT,441659.514,358.23652096064814,10,0.04111350687582038,0.004196435213469118,-0.003017075241467714,0.4,-0.014778161048224048,0.03709089435220103,6,0.0038787463524418975,-0.0051127752492100545,0.3333333333333333,0.7544624746450305
VIRTUALUSDT,4199385.7197,641.2380834606481,29,0.10857234282909212,0.0037505569906946977,-0.005822702610789986,0.41379310344827586,-0.05323833637763198,-0.0035909279323138588,23,0.11256749251454612,-0.005822702610789986,0.391304347826087,0.7511156186612576
APEXUSDT,390333.658,310.24338438657406,12,0.040661432075433934,0.0034042640365543886,-0.0029495823003169433,0.4166666666666667,-0.020665094255951977,0.04699821480896338,6,-0.006052333847279545,-0.0029495823003169433,0.3333333333333333,0.7511156186612575
GMTUSDT,641666.7159,1599.363546423611,22,0.07037513323253552,0.003174326616637751,-0.00433848614440746,0.45454545454545453,-0.06258016282264578,0.0457641188352671,18,0.023534001553503936,-0.005459077567602443,0.3888888888888889,0.7450811359026368
POLYXUSDT,55532.7349,1015.3070070717592,14,0.060500500627449716,0.004284845151954796,-0.0022111245834491857,0.42857142857142855,-0.0243998439789741,0.06717867024452251,11,-0.006257780260490842,-0.004665150787856786,0.2727272727272727,0.743864097363083
KAIAUSDT,770643.9708,641.2389746643519,21,0.033342614534069615,0.0016089812223216602,-0.003582974584951825,0.42857142857142855,-0.03446088245649592,0.010359229942771497,16,0.022747735567872907,-0.0024484238900904223,0.4375,0.7421399594320487
1000TOSHIUSDT,120590.9958,607.1986042939815,18,0.1580471205454823,0.008931918051730726,-0.00516021454089216,0.3888888888888889,-0.042832584246869754,0.0076244615237321955,14,0.14928444551086084,-0.00516021454089216,0.35714285714285715,0.7411257606490872
MEUSDT,403639.8832,617.2537779050926,21,0.0701432538055975,0.0033566264831192114,-0.005291881340832471,0.42857142857142855,-0.02973967432629765,0.03952255849175601,15,0.02945649910500192,-0.005291881340832471,0.4,0.7396044624746452
HOLOUSDT,927598.3527,327.0854329976852,9,0.09559755581667284,0.010626100162580735,-0.005491906279861957,0.3333333333333333,-0.024581749514751006,0.0,9,0.09559755581667284,-0.005491906279861957,0.3333333333333333,0.7367647058823531
EVAAUSDT,732079.9484,291.10365059027777,12,0.35583960569674344,0.028443175388105858,-0.0076980778685674656,0.4166666666666667,-0.041061591940912856,-0.014543513599459268,11,0.3758492885353637,-0.005467865734906651,0.45454545454545453,0.7322515212981744
ENSUSDT,547213.1896,1726.5893681828704,15,0.03393801740991753,0.0023357906313055416,-0.0036731470230862975,0.4,-0.02879781628687972,0.000320694818784828,11,0.033606545146227296,-0.0036731470230862975,0.36363636363636365,0.7301217038539555
PIPPINUSDT,8849202.9708,564.229159849537,24,0.0797756124177782,0.0034924316346498416,-0.005144057662204881,0.4166666666666667,-0.09332431867294155,0.12470655282183984,18,-0.03994903407589456,-0.007173979535551766,0.2777777777777778,0.7283975659229209
1000NEIROCTOUSDT,214328.4919,687.1816829976851,20,0.03796385244159439,0.001969314261103405,-0.00213622507211697,0.45,-0.03763954169433614,0.03551593041862766,16,0.0023639636543084652,-0.00213622507211697,0.4375,0.7273326572008114
FARTCOINUSDT,16193975.2692,592.2300279050926,18,0.06250183451405533,0.00364344099102225,-0.005856376316191736,0.4444444444444444,-0.04456527442580904,0.028487278960416695,12,0.033072412512500815,-0.008247049817558083,0.3333333333333333,0.7271805273833671
TAOUSDT,13372272.3457,917.2620417939814,28,0.0216589489267085,0.0008156444621420035,-0.0037636019978332094,0.4642857142857143,-0.057423826215847185,-0.02026259084492721,26,0.04278854658391462,0.0005881758355856257,0.5,0.7261663286004058
GRASSUSDT,2309742.5085,658.1643334606481,17,0.06591335142193255,0.004092809467241952,-0.005734901259549007,0.4117647058823529,-0.03479778811921552,-0.019401478786757798,14,0.08700281344819394,-0.003507037452778471,0.42857142857142855,0.7253549695740364
IMXUSDT,1323749.1643,1714.5893681828704,20,0.02717157355291988,0.001406777139222382,-0.003040983916974992,0.4,-0.04492897927105366,0.022501934165389592,19,0.004566875847860086,-0.003068621157001349,0.3684210526315789,0.7243407707910751
STEEMUSDT,95437.4199,1014.3187431828703,20,0.04888547923416131,0.0024521034474158437,-0.0031167215073333856,0.4,-0.019656780608908853,0.010921498128038554,15,0.03755383694621406,-0.0034385136900090254,0.4,0.7230223123732251
